,xco2,xinsunadd,xintemp1,xsthum,yield_output
mysb4_1,1.5682264568144602,1.9838539352318996,0.3312116504751514,1.7968987108593013,649.31
mysb4_2,1.8154181195945345,2.229121115672823,0.686741910192616,1.8918231201902505,11725.0
mysb4_3,0.9199627278883792,2.384450099745393,0.3530571396047902,0.8045599256322393,8069.44
mysb2_2,0.23154577670348644,1.975161072848261,0.7178476488927996,3.032744147638558,12148.15
mysb6_2,2.3247901469803303,1.8615744921507416,0.5749994279548599,1.98995344462956,5439.81
